e_;k_;d_;c_;c_local;provid;b_;b_local;culture;faith;terrain;baronytype
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_potsdam;Potsdam;1628;b_us_ny_potsdam;Potsdam;hudsonian;anglican;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_potsdam;Potsdam;1629;b_us_ny_gouverneur;Gouverneur;hudsonian;anglican;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_malone;Malone;1630;b_us_ny_tupper_lake;Tupper Lake;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_malone;Malone;1631;b_us_ny_malone;Malone;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_lowville;Lowville;1632;b_us_ny_lowville;Lowville;hudsonian;anglican;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_lowville;Lowville;1633;b_us_ny_indian_lake;Indian Lake;hudsonian;anglican;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_lowville;Lowville;1634;b_us_ny_croghan;Croghan;hudsonian;anglican;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_north_elba;North Elba;1635;b_us_ny_north_elba;North Elba;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_north_elba;North Elba;1636;b_us_ny_newcomb;Newcomb;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_parishville;Parishville;1637;b_us_ny_parishville;Parishville;hudsonian;anglican;plains;castle_holding
e_atlantica;k_hudsonia;d_adirondack;c_us_ny_parishville;Parishville;1638;b_us_ny_fine;Fine;hudsonian;anglican;plains;castle_holding
e_atlantica;k_hudsonia;d_catskill;c_us_ny_oneonta;Oneonta;1639;b_us_ny_german_flatts;German Flatts;hudsonian;anabaptist;plains;castle_holding
e_atlantica;k_hudsonia;d_catskill;c_us_ny_oneonta;Oneonta;1640;b_us_ny_oneonta;Oneonta;hudsonian;anabaptist;plains;castle_holding
e_atlantica;k_hudsonia;d_catskill;c_us_ny_delaware;Delaware;1641;b_us_ny_thompson;Thompson;yiddish;haredi;plains;castle_holding
e_atlantica;k_hudsonia;d_catskill;c_us_ny_delaware;Delaware;1642;b_us_ny_sidney;Sidney;yiddish;haredi;plains;castle_holding
e_atlantica;k_hudsonia;d_catskill;c_us_ny_delaware;Delaware;1643;b_us_ny_delhi;Delhi;yiddish;haredi;plains;castle_holding
e_atlantica;k_hudsonia;d_catskill;c_us_ny_amsterdam;Amsterdam;1644;b_us_ny_amsterdam;Amsterdam;hudsonian;anabaptist;plains;castle_holding
e_atlantica;k_hudsonia;d_catskill;c_us_ny_amsterdam;Amsterdam;1645;b_us_ny_middleburgh;Middleburgh;hudsonian;anabaptist;plains;castle_holding
e_atlantica;k_hudsonia;d_champlain;c_us_ny_queensbury;Queensbury;1646;b_us_ny_queensbury;Queensbury;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_champlain;c_us_ny_queensbury;Queensbury;1647;b_us_ny_warrensburg;Warrensburg;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_champlain;c_us_ny_plattsburgh;Plattsburgh;1648;b_us_ny_plattsburgh;Plattsburgh;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_champlain;c_us_ny_plattsburgh;Plattsburgh;1649;b_us_ny_dannemora;Dannemora;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_champlain;c_us_ny_ticonderoga;Ticonderoga;1650;b_us_ny_ticonderoga;Ticonderoga;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_hudsonia;d_champlain;c_us_ny_ticonderoga;Ticonderoga;1651;b_us_ny_moriah;Moriah;hudsonian;ursuline;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_allentown;Allentown;1652;b_us_pa_allentown;Allentown;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_allentown;Allentown;1653;b_us_pa_bethlehem;Bethlehem;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_allentown;Allentown;1654;b_us_pa_limerick;Limerick;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_allentown;Allentown;1655;b_us_pa_east_stroudsburg;East Stroudsburg;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_allentown;Allentown;1656;b_us_pa_perkasie;Perkasie;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_scranton;Scranton;1657;b_us_pa_scranton;Scranton;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_scranton;Scranton;1658;b_us_pa_back_mountain;Back Mountain;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_scranton;Scranton;1659;b_us_pa_wilkes_barre;Wilkes-Barre;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_reading;Reading;1660;b_us_pa_reading;Reading;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_reading;Reading;1661;b_us_pa_hershey;Hershey;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_reading;Reading;1662;b_us_pa_lebanon;Lebanon;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_lancaster;Lancaster;1663;b_us_pa_lancaster;Lancaster;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_lancaster;Lancaster;1664;b_us_pa_pottstown;Pottstown;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_lancaster;Lancaster;1665;b_us_pa_coatesville;Coatesville;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_lancaster;Lancaster;1666;b_us_pa_strasburg;Strasburg;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_bloomsburg;Bloomsburg;1667;b_us_pa_pottsville;Pottsville;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_bloomsburg;Bloomsburg;1668;b_us_pa_bloomsburg;Bloomsburg;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_pa_bloomsburg;Bloomsburg;1669;b_us_pa_sunbury0;Sunbury;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_ny_port_jervis;Port Jervis;1670;b_us_ny_port_jervis;Port Jervis;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_coalland;c_us_ny_port_jervis;Port Jervis;1671;b_us_pa_honesdale;Honesdale;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_harrisburg;Harrisburg;1672;b_us_pa_harrisburg;Harrisburg;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_harrisburg;Harrisburg;1673;b_us_pa_hanover;Hanover;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_harrisburg;Harrisburg;1674;b_us_pa_chambersburg;Chambersburg;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_altoona;Altoona;1675;b_us_pa_altoona;Altoona;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_altoona;Altoona;1676;b_us_pa_park_forest_village;Park Forest Village;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_altoona;Altoona;1677;b_us_pa_bedford;Bedford;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_altoona;Altoona;1678;b_us_pa_mifflintown;Mifflintown;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_york;York;1679;b_us_pa_york;York;delawarean;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_york;York;1680;b_us_pa_new_freedom;New Freedom;delawarean;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_lower_susquehanna;c_us_pa_york;York;1681;b_us_pa_airville;Airville;delawarean;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_pa_williamsport;Williamsport;1682;b_us_pa_williamsport;Williamsport;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_pa_williamsport;Williamsport;1683;b_us_pa_lock_haven;Lock Haven;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_pa_williamsport;Williamsport;1684;b_us_pa_sunbury;Sunbury;deitsch;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_ny_union;Union;1685;b_us_ny_binghamton;Binghamton;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_ny_union;Union;1686;b_us_ny_union;Union;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_ny_union;Union;1687;b_us_ny_owego;Owego;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_pa_sayre;Sayre;1688;b_us_pa_sayre;Sayre;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_pa_sayre;Sayre;1689;b_us_pa_tunkhannock;Tunkhannock;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_pa_sayre;Sayre;1690;b_us_pa_susquehanna;Susquehanna;upstater;anabaptist;plains;castle_holding
e_atlantica;k_deitscherei;d_upper_susquehanna;c_us_pa_sayre;Sayre;1691;b_us_pa_noxen;Noxen;upstater;anabaptist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_goi_nia;Goiânia;1692;b_br_29_goi_nia;Goiânia;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_goi_nia;Goiânia;1693;b_br_29_senador_canedo;Senador Canedo;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_goi_nia;Goiânia;1694;b_br_29_piracanjuba;Piracanjuba;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_rio_verde;Rio Verde;1695;b_br_29_rio_verde;Rio Verde;goiano;boiadist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_rio_verde;Rio Verde;1696;b_br_29_quirin_polis;Quirinópolis;goiano;boiadist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_rio_verde;Rio Verde;1697;b_br_29_ca_u;Caçu;goiano;boiadist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_rio_verde;Rio Verde;1698;b_br_29_santo_ant_nio_da_barra;Santo Antônio da Barra;goiano;boiadist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_rio_verde;Rio Verde;1699;b_br_29_galheiro;Galheiro;goiano;boiadist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_itumbiara;Itumbiara;1700;b_br_29_itumbiara;Itumbiara;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_itumbiara;Itumbiara;1701;b_br_29_pontalina;Pontalina;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_itumbiara;Itumbiara;1702;b_br_29_arei_o;Areião;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_jata_;Jataí;1703;b_br_29_jata_;Jataí;goiano;boiadist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_jata_;Jataí;1704;b_br_29_mineiros;Mineiros;goiano;boiadist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_jata_;Jataí;1705;b_br_29_caiap_nia;Caiapônia;goiano;boiadist;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_s_o_lu_s_de_montes_belos;São Luís de Montes Belos;1706;b_br_29_s_o_lu_s_de_montes_belos;São Luís de Montes Belos;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_s_o_lu_s_de_montes_belos;São Luís de Montes Belos;1707;b_br_29_ed_ia;Edéia;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_rio_verde;c_br_29_s_o_lu_s_de_montes_belos;São Luís de Montes Belos;1708;b_br_29_para_na;Paraúna;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_the_district;c_br_07_bras_lia;Brasília;1709;b_br_07_bras_lia;Brasília;candango;architecturalist;plains;castle_holding
e_cerrado;k_goias;d_the_district;c_br_07_bras_lia;Brasília;1710;b_br_07_vale_do_amanhecer;Vale do Amanhecer;candango;architecturalist;plains;castle_holding
e_cerrado;k_goias;d_the_district;c_br_07_bras_lia;Brasília;1711;b_br_07_n_cleo_rural_tabatinga;Núcleo Rural Tabatinga;candango;architecturalist;plains;castle_holding
e_cerrado;k_goias;d_the_district;c_br_07_bras_lia;Brasília;1712;b_br_07_mans_es_urbanas_bom_bosco;Mansões Urbanas Bom Bosco;candango;architecturalist;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_an_polis;Anápolis;1713;b_br_29_an_polis;Anápolis;goiano;architecturalist;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_an_polis;Anápolis;1714;b_br_29_piren_polis;Pirenópolis;goiano;architecturalist;mountains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_an_polis;Anápolis;1715;b_br_29_edil_ndia;Edilândia;goiano;architecturalist;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_luzi_nia;Luziânia;1716;b_br_29_luzi_nia;Luziânia;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_luzi_nia;Luziânia;1717;b_br_29_cristalina;Cristalina;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_luzi_nia;Luziânia;1718;b_br_29_mans_es_fl_rida;Mansões Flórida;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_luzi_nia;Luziânia;1719;b_us_va_noname8715439;no_name_87_154_39;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_caldas_novas;Caldas Novas;1720;b_br_29_catal_o;Catalão;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_caldas_novas;Caldas Novas;1721;b_br_29_caldas_novas;Caldas Novas;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_caldas_novas;Caldas Novas;1722;b_br_29_var_o;Varão;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_pires_do_rio;Pires do Rio;1723;b_br_29_silv_nia;Silvânia;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_pires_do_rio;Pires do Rio;1724;b_br_29_pires_do_rio;Pires do Rio;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_catalonia;c_br_29_pires_do_rio;Pires do Rio;1725;b_br_29_mocambinho;Mocambinho;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_goian_sia;Goianésia;1726;b_br_29_jaragu_;Jaraguá;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_goian_sia;Goianésia;1727;b_br_29_goian_sia;Goianésia;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_goian_sia;Goianésia;1728;b_br_29_rubiataba;Rubiataba;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_itapuranga;Itapuranga;1729;b_br_29_itapuranga;Itapuranga;goiano;apostolicism;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_itapuranga;Itapuranga;1730;b_br_29_crix_s;Crixás;goiano;apostolicism;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_itapuranga;Itapuranga;1731;b_br_29_fruto_amaral;Fruto Amaral;goiano;apostolicism;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_itapuranga;Itapuranga;1732;b_br_29_santa_f_de_goi_s;Santa Fé de Goiás;goiano;apostolicism;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_porangatu;Porangatu;1733;b_br_29_porangatu;Porangatu;goiano;benzedura;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_porangatu;Porangatu;1734;b_br_29_s_o_miguel_do_araguaia;São Miguel do Araguaia;goiano;benzedura;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_porangatu;Porangatu;1735;b_br_29_reis_polis;Reisópolis;goiano;benzedura;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_ipor_;Iporá;1736;b_br_29_ipor_;Iporá;goiano;apostolicism;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_ipor_;Iporá;1737;b_br_29_piranhas;Piranhas;goiano;apostolicism;plains;castle_holding
e_cerrado;k_goias;d_planalto_central;c_br_29_ipor_;Iporá;1738;b_br_14_araguaiana;Araguaiana;goiano;apostolicism;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_formosa;Formosa;1739;b_br_29_formosa;Formosa;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_formosa;Formosa;1740;b_br_29_boa;Boa;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_urua_u;Uruaçu;1741;b_br_29_urua_u;Uruaçu;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_urua_u;Uruaçu;1742;b_br_29_niquel_ndia;Niquelândia;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_urua_u;Uruaçu;1743;b_br_29_s_o_jorge;São Jorge;goiano;anthropophagic;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_mina_u;Minaçu;1744;b_br_29_mina_u;Minaçu;goiano;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_mina_u;Minaçu;1745;b_br_29_cavalcante;Cavalcante;goiano;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_mina_u;Minaçu;1746;b_br_29_do_sul;do Sul;goiano;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_posse;Posse;1747;b_br_29_posse;Posse;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_posse;Posse;1748;b_br_29_flores_de_goi_s;Flores de Goiás;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_campos_belos;Campos Belos;1749;b_br_29_campos_belos;Campos Belos;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_campos_belos;Campos Belos;1750;b_br_29_estiva;Estiva;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_campos_belos;Campos Belos;1751;b_br_29_ourominas;Ourominas;veredista;veredite;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_padre_bernardo;Padre Bernardo;1752;b_br_29_padre_bernardo;Padre Bernardo;goiano;architecturalist;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_padre_bernardo;Padre Bernardo;1753;b_br_29_assun_o_de_goi_s;Assunção de Goiás;goiano;architecturalist;plains;castle_holding
e_cerrado;k_goias;d_br_29_formosa;c_br_29_padre_bernardo;Padre Bernardo;1754;b_br_29_mato_seco;Mato Seco;goiano;architecturalist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_campo_grande;Campo Grande;1755;b_br_11_campo_grande;Campo Grande;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_campo_grande;Campo Grande;1756;b_br_11_bra_o_forte;Braço Forte;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_campo_grande;Campo Grande;1757;b_br_11_nova_alvorada_do_sul;Nova Alvorada do Sul;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_campo_verde;Campo Verde;1758;b_br_11_campo_verde;Campo Verde;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_campo_verde;Campo Verde;1759;b_br_11_jos_nino;José Nino;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_campo_verde;Campo Verde;1760;b_br_11__gua_clara;Água Clara;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_campo_verde;Campo Verde;1761;b_br_11_barra;Barra;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_sidrol_ndia;Sidrolândia;1762;b_br_11_sidrol_ndia;Sidrolândia;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_sidrol_ndia;Sidrolândia;1763;b_br_11_terenos;Terenos;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_sidrol_ndia;Sidrolândia;1764;b_br_11_anhandu_;Anhanduí;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_camapu_;Camapuã;1765;b_br_11_camapu_;Camapuã;matogrossense;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_camapu_;Camapuã;1766;b_br_11_areado;Areado;matogrossense;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_camapu_;Camapuã;1767;b_br_11_figueir_o;Figueirão;matogrossense;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_camapu_;Camapuã;1768;b_br_11_ponte_do_rio_verde;Ponte do Rio Verde;matogrossense;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_b_lsamo;Bálsamo;1769;b_br_11_recreio;Recreio;matogrossense;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_b_lsamo;Bálsamo;1770;b_br_11_taquari;Taquari;matogrossense;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_b_lsamo;Bálsamo;1771;b_br_11_b_lsamo;Bálsamo;matogrossense;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_s_o_francisco_de_assisi;São Francisco de Assisi;1772;b_br_11_congonha;Congonha;terena;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_s_o_francisco_de_assisi;São Francisco de Assisi;1773;b_br_11_boliche;Boliche;terena;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_s_o_francisco_de_assisi;São Francisco de Assisi;1774;b_br_11_s_o_francisco_de_assisi;São Francisco de Assisi;terena;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_alegrete;Alegrete;1775;b_br_11_cevadongo;Cevadongo;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_alegrete;Alegrete;1776;b_br_11__gua_fria;Água Fria;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_maracaju;c_br_11_alegrete;Alegrete;1777;b_br_11_alegrete;Alegrete;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_dourados;Dourados;1778;b_br_11_dourados;Dourados;kaiowa;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_dourados;Dourados;1779;b_br_11_caarap_;Caarapó;kaiowa;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_dourados;Dourados;1780;b_br_11_amambai;Amambai;kaiowa;boiadist;jungle;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_dourados;Dourados;1781;b_py_02_mariscal_l_pez;Mariscal López;kaiowa;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_ponta_por_;Ponta Porã;1782;b_br_11_ponta_por_;Ponta Porã;maracaju;boiadist;jungle;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_ponta_por_;Ponta Porã;1783;b_br_11_cacimbinhas;Cacimbinhas;maracaju;boiadist;jungle;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_ponta_por_;Ponta Porã;1784;b_br_11_ant_nio_jo_o;Antônio João;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_navira_;Naviraí;1785;b_br_11_navira_;Naviraí;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_navira_;Naviraí;1786;b_br_11_p_rto_barra_do_ivinheima;Pôrto Barra do Ivinheima;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_navira_;Naviraí;1787;b_br_11_rica;Rica;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_navira_;Naviraí;1788;b_br_11_taquarussu;Taquarussu;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_maracaju;Maracaju;1789;b_br_11_maracaju;Maracaju;maracaju;boiadist;jungle;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_maracaju;Maracaju;1790;b_br_11_rio_brilhante;Rio Brilhante;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_costa_rica;Costa Rica;1791;b_br_11_iguatemi;Iguatemi;kaiowa;pombero;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_costa_rica;Costa Rica;1792;b_br_11_costa_rica;Costa Rica;kaiowa;pombero;jungle;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_costa_rica;Costa Rica;1793;b_br_11_itaquira_;Itaquiraí;kaiowa;pombero;jungle;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_bataipor_;Bataiporã;1794;b_br_11_bataipor_;Bataiporã;maracaju;boiadist;plains;castle_holding
e_cerrado;k_mato_grosso_do_sul;d_brilhante;c_br_11_bataipor_;Bataiporã;1795;b_br_11_barrios;Barrios;maracaju;boiadist;plains;castle_holding
